Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses,month,date,year
712,04/01/2012,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,688,43,0,32.0,43,11,04,01,2012
515,04/01/2012,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,20,40,20,60,28,964,33,8,3.0,61,30,04,01,2012
319,04/01/2012,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,30,20,50,21,614,28,6,9.0,49,19,04,01,2012
563,04/01/2012,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,210,300,210,510,252,1316,335,83,220.0,587,115,04,01,2012
319,04/01/2012,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,100,160,120,260,123,611,178,39,115.0,301,63,04,01,2012
636,04/01/2012,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,40,10,70,37,195,51,12,11.0,88,40,04,01,2012
314,04/01/2012,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,30,-10,50,29,169,36,11,-9.0,65,45,04,01,2012
573,04/01/2012,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,30,-10,60,35,197,44,13,-2.0,79,46,04,01,2012
660,04/01/2012,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,50,80,60,130,47,821,68,13,43.0,115,25,04,01,2012
573,04/01/2012,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,50,80,60,130,45,777,67,12,44.0,112,23,04,01,2012
573,04/01/2012,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,80,100,50,180,80,494,98,30,35.0,178,63,04,01,2012
660,04/01/2012,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,80,90,50,170,76,965,91,23,47.0,167,44,04,01,2012
314,04/01/2012,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,30,60,10,90,44,261,63,40,-6.0,107,69,04,01,2012
660,04/01/2012,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,70,40,10,110,93,840,40,28,-12.0,133,52,04,01,2012
740,04/01/2012,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,70,120,70,190,88,653,134,29,73.0,222,61,04,01,2012
937,04/01/2012,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,90,140,90,230,112,502,155,34,97.0,267,58,04,01,2012
567,04/01/2012,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,180,200,130,380,162,1091,163,45,93.0,325,70,04,01,2012
419,04/01/2012,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,60,80,30,140,54,337,67,20,13.0,121,54,04,01,2012
740,04/01/2012,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,50,80,50,130,55,336,74,18,28.0,129,46,04,01,2012
513,04/01/2012,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,40,70,40,110,43,363,64,13,27.0,107,37,04,01,2012
513,04/01/2012,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,50,80,20,130,52,433,73,47,-3.0,125,76,04,01,2012
216,04/01/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,30,30,40,21,454,32,5,16.0,53,16,04,01,2012
614,04/01/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,20,40,40,60,30,820,45,8,26.0,75,19,04,01,2012
262,04/01/2012,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,70,40,100,46,388,68,14,31.0,114,37,04,01,2012
414,04/01/2012,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,50,80,10,130,63,521,87,57,1.0,150,86,04,01,2012
715,04/01/2012,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,80,90,50,170,69,965,82,21,39.0,151,43,04,01,2012
715,04/01/2012,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,70,50,120,45,605,58,14,32.0,103,26,04,01,2012
920,04/01/2012,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,60,70,20,130,57,313,70,21,16.0,127,54,04,01,2012
715,04/01/2012,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,100,130,30,230,95,554,132,86,17.0,227,115,04,01,2012
414,04/01/2012,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,80,120,80,200,83,433,112,27,58.0,195,54,04,01,2012
262,04/01/2012,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,40,70,50,110,49,342,84,15,46.0,133,38,04,01,2012
608,04/01/2012,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,40,60,50,100,49,779,72,13,47.0,121,25,04,01,2012
203,04/01/2012,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,40,80,60,120,47,821,68,13,43.0,115,25,04,01,2012
475,04/01/2012,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,20,40,30,60,25,775,37,7,18.0,62,19,04,01,2012
860,04/01/2012,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,60,80,10,140,63,521,87,57,0.0,150,87,04,01,2012
475,04/01/2012,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,40,70,40,110,51,311,68,16,24.0,119,44,04,01,2012
203,04/01/2012,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,110,160,110,270,116,962,176,38,107.0,292,69,04,01,2012
959,04/01/2012,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,60,70,30,130,80,494,98,30,34.0,178,64,04,01,2012
860,04/01/2012,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,50,80,60,130,76,965,91,23,46.0,167,45,04,01,2012
904,04/01/2012,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,30,60,50,90,34,821,51,9,30.0,85,21,04,01,2012
754,04/01/2012,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,50,80,60,130,49,779,72,13,47.0,121,25,04,01,2012
786,04/01/2012,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,90,130,30,220,95,554,132,86,17.0,227,115,04,01,2012
904,04/01/2012,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,70,120,80,190,83,433,112,27,58.0,195,54,04,01,2012
305,04/01/2012,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,80,130,90,210,88,653,134,29,73.0,222,61,04,01,2012
561,04/01/2012,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,100,150,100,250,112,502,155,34,98.0,267,57,04,01,2012
305,04/01/2012,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,30,50,30,80,45,605,58,14,31.0,103,27,04,01,2012
305,04/01/2012,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,50,20,90,57,313,70,21,15.0,127,55,04,01,2012
754,04/01/2012,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,50,60,40,110,69,965,82,21,39.0,151,43,04,01,2012
781,04/01/2012,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,30,50,40,80,30,820,45,8,26.0,75,19,04,01,2012
781,04/01/2012,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,20,30,20,50,21,454,32,5,16.0,53,16,04,01,2012
617,04/01/2012,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,40,70,10,110,52,458,65,47,-12.0,117,77,04,01,2012
351,04/01/2012,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,150,160,100,310,162,1091,163,45,94.0,325,69,04,01,2012
774,04/01/2012,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,60,430,400,490,68,-348,451,22,397.0,519,54,04,01,2012
508,04/01/2012,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,40,50,20,90,54,337,67,20,13.0,121,54,04,01,2012
603,04/01/2012,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,20,30,20,50,19,820,28,5,12.0,47,16,04,01,2012
603,04/01/2012,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,0,40,30,40,0,688,43,0,32.0,43,11,04,01,2012
603,04/01/2012,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,40,60,10,100,44,261,63,40,-6.0,107,69,04,01,2012
603,04/01/2012,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,20,40,0,60,29,169,36,11,-9.0,65,45,04,01,2012
603,04/01/2012,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,40,70,40,110,49,241,72,15,33.0,121,39,04,01,2012
603,04/01/2012,East,Small Market,Colombian,Beans,Coffee,New Hampshire,Regular,40,70,40,110,50,372,75,16,27.0,125,48,04,01,2012
603,04/01/2012,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,20,40,10,60,35,197,44,13,-3.0,79,47,04,01,2012
585,04/01/2012,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,100,160,130,260,100,822,145,28,105.0,245,40,04,01,2012
631,04/01/2012,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,90,150,120,240,91,777,132,25,95.0,223,37,04,01,2012
212,04/01/2012,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,80,130,100,210,81,460,117,22,83.0,198,34,04,01,2012
914,04/01/2012,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,120,-60,-190,60,125,1382,-59,113,-205.0,66,146,04,01,2012
516,04/01/2012,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,220,330,250,550,239,1262,325,66,235.0,564,90,04,01,2012
631,04/01/2012,East,Major Market,Colombian,Beans,Coffee,New York,Regular,270,400,280,670,284,2108,428,99,276.0,712,152,04,01,2012
631,04/01/2012,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,190,300,200,490,260,1558,378,98,247.0,638,131,04,01,2012
718,04/01/2012,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,150,-10,-70,140,209,1811,-20,64,-105.0,189,85,04,01,2012
985,04/01/2012,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,50,70,0,120,63,37,87,57,1.0,150,86,04,01,2012
225,04/01/2012,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,40,70,50,110,49,342,84,15,45.0,133,39,04,01,2012
225,04/01/2012,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,30,60,40,90,46,388,68,14,31.0,114,37,04,01,2012
985,04/01/2012,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,40,70,50,110,52,605,67,17,38.0,119,29,04,01,2012
337,04/01/2012,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,70,100,50,170,80,494,98,30,35.0,178,63,04,01,2012
504,04/01/2012,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,40,60,50,100,35,776,51,9,30.0,86,21,04,01,2012
318,04/01/2012,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,60,90,70,150,49,779,72,13,48.0,121,24,04,01,2012
505,04/01/2012,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,20,30,0,50,29,-39,36,11,-9.0,65,45,04,01,2012
505,04/01/2012,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,30,60,10,90,44,261,63,40,-6.0,107,69,04,01,2012
505,04/01/2012,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,40,10,70,37,195,51,12,12.0,88,39,04,01,2012
505,04/01/2012,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,10,30,20,40,19,820,28,5,12.0,47,16,04,01,2012
505,04/01/2012,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,20,30,10,50,28,964,33,8,3.0,61,30,04,01,2012
505,04/01/2012,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,60,90,50,150,50,372,75,16,27.0,125,48,04,01,2012
505,04/01/2012,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,110,50,10,160,93,840,40,28,-11.0,133,51,04,01,2012
580,04/01/2012,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,70,120,80,190,88,653,134,29,74.0,222,60,04,01,2012
918,04/01/2012,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,90,130,90,220,112,-120,155,34,98.0,267,57,04,01,2012
580,04/01/2012,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,10,30,30,40,21,454,32,5,16.0,53,16,04,01,2012
580,04/01/2012,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,50,70,30,120,57,313,70,21,15.0,127,55,04,01,2012
405,04/01/2012,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,90,130,30,220,95,554,132,86,16.0,227,116,04,01,2012
405,04/01/2012,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,50,80,60,130,46,608,60,15,33.0,106,27,04,01,2012
405,04/01/2012,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,30,60,50,90,30,820,45,8,25.0,75,20,04,01,2012
956,04/01/2012,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,60,110,90,170,81,460,117,22,84.0,198,33,04,01,2012
832,04/01/2012,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,50,90,50,140,68,9,102,22,48.0,170,54,04,01,2012
325,04/01/2012,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,70,120,100,190,91,777,132,25,96.0,223,36,04,01,2012
817,04/01/2012,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,50,70,40,120,55,336,74,18,28.0,129,46,04,01,2012
325,04/01/2012,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,40,60,30,100,43,363,64,13,27.0,107,37,04,01,2012
832,04/01/2012,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,260,310,230,570,209,969,247,64,161.0,456,86,04,01,2012
903,04/01/2012,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,90,130,100,220,78,593,100,25,63.0,178,37,04,01,2012
801,04/01/2012,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,40,70,50,110,52,605,67,17,37.0,119,30,04,01,2012
435,04/01/2012,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,40,70,50,110,47,821,68,13,43.0,115,25,04,01,2012
435,04/01/2012,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,40,60,40,100,45,777,67,12,43.0,112,24,04,01,2012
435,04/01/2012,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,90,110,70,200,76,965,91,23,47.0,167,44,04,01,2012
435,04/01/2012,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,60,80,50,140,51,311,68,16,25.0,119,43,04,01,2012
435,04/01/2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,100,120,70,220,80,494,98,30,34.0,178,64,04,01,2012
435,04/01/2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,40,60,30,100,49,241,72,15,34.0,121,38,04,01,2012
435,04/01/2012,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,40,70,40,110,50,372,75,16,28.0,125,47,04,01,2012
435,04/01/2012,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,70,40,0,110,93,840,40,28,-11.0,133,51,04,01,2012
435,04/01/2012,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,20,50,10,70,44,261,63,40,-6.0,107,69,04,01,2012
435,04/01/2012,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,20,30,10,50,37,195,51,12,11.0,88,40,04,01,2012
435,04/01/2012,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,10,30,10,40,29,169,36,11,-8.0,65,44,04,01,2012
925,04/01/2012,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,220,230,150,450,239,1464,239,66,148.0,478,91,04,01,2012
805,04/01/2012,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,120,160,30,280,125,729,173,113,26.0,298,147,04,01,2012
831,04/01/2012,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,240,320,220,560,252,1316,335,83,220.0,587,115,04,01,2012
818,04/01/2012,West,Major Market,Amaretto,Beans,Coffee,California,Regular,150,-20,-70,130,123,964,-13,39,-76.0,110,63,04,01,2012
209,04/01/2012,West,Major Market,Colombian,Beans,Coffee,California,Regular,350,540,400,890,284,2108,428,99,276.0,712,152,04,01,2012
916,04/01/2012,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,240,-50,-150,190,191,1564,-32,63,-141.0,159,109,04,01,2012
408,04/01/2012,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,80,130,110,210,100,822,145,28,106.0,245,39,04,01,2012
707,04/01/2012,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,170,230,170,400,209,969,247,64,162.0,456,85,04,01,2012
805,04/01/2012,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,60,90,60,150,78,593,100,25,62.0,178,38,04,01,2012
805,04/01/2012,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,60,90,80,150,91,777,132,25,96.0,223,36,04,01,2012
530,04/01/2012,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,50,80,70,130,81,460,117,22,83.0,198,34,04,01,2012
415,04/01/2012,West,Major Market,Green Tea,Leaves,Tea,California,Regular,40,70,40,110,68,559,102,22,48.0,170,54,04,01,2012
775,04/01/2012,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,40,30,40,0,688,43,0,32.0,43,11,04,01,2012
702,04/01/2012,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,10,30,20,40,19,820,28,5,11.0,47,17,04,01,2012
775,04/01/2012,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,10,30,20,40,17,776,26,4,10.0,43,16,04,01,2012
775,04/01/2012,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,40,50,10,90,35,197,44,13,-2.0,79,46,04,01,2012
775,04/01/2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,30,40,20,70,28,964,33,8,4.0,61,29,04,01,2012
775,04/01/2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,100,160,50,260,125,729,173,113,27.0,298,146,04,01,2012
775,04/01/2012,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,160,240,160,400,191,865,265,63,156.0,456,109,04,01,2012
702,04/01/2012,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,100,160,110,260,123,611,178,39,115.0,301,63,04,01,2012
702,04/01/2012,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,160,230,160,390,252,1316,335,83,219.0,587,116,04,01,2012
775,04/01/2012,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,150,170,110,320,239,1464,239,66,149.0,478,90,04,01,2012
702,04/01/2012,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,170,-170,-250,0,260,3049,-260,98,-365.0,26,131,04,01,2012
541,04/01/2012,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,50,60,20,110,54,337,67,20,13.0,121,54,04,01,2012
971,04/01/2012,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,50,70,40,120,55,336,74,18,28.0,129,46,04,01,2012
503,04/01/2012,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,150,160,100,310,162,1091,163,45,93.0,325,70,04,01,2012
971,04/01/2012,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,60,90,30,150,52,433,73,47,-3.0,125,76,04,01,2012
503,04/01/2012,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,60,80,30,140,49,399,70,16,8.0,119,62,04,01,2012
971,04/01/2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,30,40,40,70,35,777,52,9,31.0,87,21,04,01,2012
971,04/01/2012,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,30,60,40,90,46,608,60,15,32.0,106,28,04,01,2012
503,04/01/2012,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,10,20,20,30,21,454,32,5,15.0,53,17,04,01,2012
541,04/01/2012,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,50,100,70,150,88,653,134,29,73.0,222,61,04,01,2012
971,04/01/2012,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,70,110,70,180,112,502,155,34,98.0,267,57,04,01,2012
503,04/01/2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,50,80,50,130,43,363,64,13,28.0,107,36,04,01,2012
206,04/01/2012,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,40,50,30,90,45,605,58,14,32.0,103,26,04,01,2012
253,04/01/2012,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,50,70,30,120,57,313,70,21,15.0,127,55,04,01,2012
206,04/01/2012,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,60,80,60,140,69,965,82,21,39.0,151,43,04,01,2012
509,04/01/2012,West,Small Market,Colombian,Beans,Coffee,Washington,Regular,80,130,90,210,69,340,100,22,54.0,169,46,04,01,2012
253,04/01/2012,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Decaf,90,160,110,250,116,962,176,38,106.0,292,70,04,01,2012
509,04/01/2012,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,30,40,40,70,35,776,51,9,30.0,86,21,04,01,2012
253,04/01/2012,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,30,60,40,90,49,342,84,15,45.0,133,39,04,01,2012
253,04/01/2012,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,30,40,20,70,46,388,68,14,30.0,114,38,04,01,2012
253,04/01/2012,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,40,60,10,100,63,521,87,57,0.0,150,87,04,01,2012
206,04/01/2012,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,110,170,70,280,95,554,132,86,17.0,227,115,04,01,2012
720,05/01/2012,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,110,150,120,260,104,821,152,29,111.0,256,41,05,01,2012
303,05/01/2012,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,80,110,80,190,83,584,107,27,68.0,190,39,05,01,2012
720,05/01/2012,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,60,20,100,53,361,65,20,12.0,118,53,05,01,2012
303,05/01/2012,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,40,60,30,100,56,992,66,17,27.0,122,39,05,01,2012
719,05/01/2012,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,30,50,30,80,43,602,56,14,30.0,99,26,05,01,2012
303,05/01/2012,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,90,150,120,240,86,499,124,24,88.0,210,36,05,01,2012
303,05/01/2012,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,70,110,60,180,64,593,96,21,44.0,160,52,05,01,2012
720,05/01/2012,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,110,150,120,260,104,871,152,29,112.0,256,40,05,01,2012
970,05/01/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,120,140,90,260,149,1156,149,41,83.0,298,66,05,01,2012
720,05/01/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,70,10,110,53,458,75,48,-3.0,128,78,05,01,2012
719,05/01/2012,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,60,30,100,52,361,71,17,26.0,123,45,05,01,2012
630,05/01/2012,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,200,280,180,480,195,956,270,64,161.0,465,109,05,01,2012
847,05/01/2012,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,70,110,80,180,86,499,124,24,88.0,210,36,05,01,2012
815,05/01/2012,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,50,90,50,140,64,593,96,21,44.0,160,52,05,01,2012
773,05/01/2012,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,300,420,300,720,263,1433,349,86,230.0,612,119,05,01,2012
630,05/01/2012,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,300,310,210,610,260,1559,261,72,165.0,521,96,05,01,2012
618,05/01/2012,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,130,190,140,320,127,671,185,40,122.0,312,63,05,01,2012
773,05/01/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,80,140,120,220,104,821,152,29,112.0,256,40,05,01,2012
217,05/01/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,70,90,60,160,83,584,107,27,68.0,190,39,05,01,2012
773,05/01/2012,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,140,120,220,104,871,152,29,112.0,256,40,05,01,2012
712,05/01/2012,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,20,30,20,50,20,829,29,5,12.0,49,17,05,01,2012
712,05/01/2012,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,220,230,150,450,260,1559,261,72,165.0,521,96,05,01,2012
563,05/01/2012,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,220,290,170,510,265,1538,324,100,190.0,589,134,05,01,2012
319,05/01/2012,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,30,20,50,20,784,29,5,12.0,49,17,05,01,2012
515,05/01/2012,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,645,43,0,31.0,43,12,05,01,2012
515,05/01/2012,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,30,40,20,70,31,976,37,9,7.0,68,30,05,01,2012
515,05/01/2012,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,30,20,50,22,611,30,7,11.0,52,19,05,01,2012
563,05/01/2012,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,220,310,220,530,263,1433,349,86,231.0,612,118,05,01,2012
515,05/01/2012,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,100,170,130,270,127,671,185,40,122.0,312,63,05,01,2012
314,05/01/2012,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,50,20,80,39,212,53,12,14.0,92,39,05,01,2012
314,05/01/2012,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,40,0,60,34,182,42,12,-4.0,76,46,05,01,2012
573,05/01/2012,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,40,0,70,36,212,45,13,-2.0,81,47,05,01,2012
636,05/01/2012,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,50,70,50,120,44,844,65,12,41.0,109,24,05,01,2012
816,05/01/2012,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,40,70,50,110,39,799,58,10,36.0,97,22,05,01,2012
